@relation 'social_s (1)'

@attribute Date {4/8/2017,4/1/2017,3/25/2017,3/18/2017,3/11/2017,3/4/2017,2/25/2017,2/18/2017,2/11/2017,2/4/2017,1/28/2017,1/21/2017,1/14/2017,1/7/2017,12/31/2016,12/24/2016,12/17/2016,12/10/2016,12/3/2016,11/26/2016,11/19/2016,11/12/2016,11/5/2016,10/29/2016,10/22/2016,10/15/2016,10/8/2016,10/1/2016,9/24/2016,9/17/2016,9/10/2016,9/3/2016,8/27/2016,8/20/2016,8/13/2016,8/6/2016,7/30/2016,7/23/2016,7/16/2016,7/9/2016,7/2/2016,6/25/2016,6/18/2016,6/11/2016,6/4/2016,5/28/2016,5/21/2016,5/14/2016,5/7/2016,4/30/2016,4/23/2016,4/16/2016,4/9/2016,4/2/2016,3/26/2016,3/19/2016,3/12/2016,3/5/2016,2/27/2016,2/20/2016,2/13/2016,2/6/2016,1/30/2016,1/23/2016,1/16/2016,1/9/2016,1/2/2016,12/26/2015,12/19/2015,12/12/2015,12/5/2015,11/28/2015,11/21/2015,11/14/2015,11/7/2015,10/31/2015,10/24/2015,10/17/2015,10/10/2015,10/3/2015,9/26/2015,9/19/2015,9/12/2015,9/5/2015,8/29/2015,8/22/2015,8/15/2015,8/8/2015,8/1/2015,7/25/2015,7/18/2015,7/11/2015,7/4/2015,6/27/2015,6/20/2015,6/13/2015,6/6/2015,5/30/2015,5/23/2015,5/16/2015,5/9/2015,5/2/2015,4/25/2015,4/18/2015,4/11/2015,4/4/2015,3/28/2015,3/21/2015,3/14/2015,3/7/2015,2/28/2015,2/21/2015,2/14/2015,2/7/2015,1/31/2015,1/24/2015,1/17/2015,1/10/2015,1/3/2015,12/27/2014,12/20/2014,12/13/2014,12/6/2014,11/29/2014,11/22/2014,11/15/2014,11/8/2014,11/1/2014,10/25/2014,10/18/2014,10/11/2014,10/4/2014,9/27/2014,9/20/2014,9/13/2014,9/6/2014,8/30/2014,8/23/2014,8/16/2014,8/9/2014,8/2/2014,7/26/2014}
@attribute S_rank numeric
@attribute S_last_week numeric
@attribute S_peak_position numeric
@attribute S_wks_on_rank numeric
@attribute A_rank numeric
@attribute A_last_week numeric
@attribute A_peak_position numeric
@attribute A_wks_on_rank numeric
@attribute O_rank numeric
@attribute O_last_week numeric
@attribute O_peak_position numeric
@attribute O_wks_on_rank numeric
@attribute Cls numeric
@attribute Class numeric

@data
10/25/2014,37,38,35,12,19,21,1,15,19,18,13,178,-1,0
10/25/2014,35,33,1,41,36,42,1,15,30,36,13,32,2,1
10/18/2014,8,33,3,7,2,5,2,14,37,48,1,120,-25,0
10/18/2014,18,15,6,16,2,5,2,14,37,48,1,120,3,1
10/18/2014,2,2,1,7,4,3,2,10,4,7,1,202,0,1
10/18/2014,9,6,2,26,8,8,1,14,35,34,13,7,3,1
10/18/2014,52,63,5,5,8,8,1,14,35,34,13,7,-11,0
10/18/2014,5,3,2,9,9,7,1,14,10,6,13,201,2,1
10/18/2014,13,120,13,1,10,51,1,14,9,10,13,151,-107,0
10/18/2014,17,17,9,17,14,12,2,14,30,29,1,40,0,1
10/18/2014,36,25,24,10,17,16,2,14,8,15,1,202,11,1
10/18/2014,38,35,35,11,21,21,1,14,18,12,13,177,3,1
10/18/2014,23,27,14,19,23,27,1,14,42,44,13,16,-4,0
10/18/2014,37,24,16,14,24,18,2,14,11,16,1,29,13,1
10/18/2014,33,32,1,40,42,40,1,14,36,36,13,31,1,1
10/18/2014,40,58,7,4,49,100,1,2,25,120,13,2,-18,0
10/11/2014,2,2,1,6,3,4,2,9,7,10,1,201,0,1
10/11/2014,15,14,6,15,5,5,2,13,48,49,1,119,1,1
10/11/2014,33,51,3,6,5,5,2,13,48,49,1,119,-18,0
10/11/2014,3,4,2,8,7,7,1,13,6,4,13,200,-1,0
10/11/2014,6,6,2,25,8,9,1,13,34,33,13,6,0,1
10/11/2014,63,84,5,4,8,9,1,13,34,33,13,6,-21,0
10/11/2014,17,22,9,16,12,13,2,13,29,34,1,39,-5,0
10/11/2014,25,26,24,9,16,14,2,13,15,11,1,201,-1,0
10/11/2014,24,37,16,13,18,23,2,13,16,9,1,28,-13,0
10/11/2014,49,55,43,6,19,27,1,13,45,120,13,3,-6,0
10/11/2014,35,35,35,10,21,20,1,13,12,20,13,176,0,1
10/11/2014,27,33,14,18,27,26,1,13,44,46,13,15,-6,0
10/11/2014,32,29,1,39,40,39,1,13,36,39,13,30,3,1
10/11/2014,88,73,69,2,88,72,1,8,40,45,13,7,15,1
10/11/2014,48,39,16,17,98,82,1,13,30,30,13,10,9,1
10/4/2014,98,120,98,1,1,25,1,12,12,10,13,174,-22,0
10/4/2014,2,2,1,5,4,3,2,8,10,9,1,200,0,1
10/4/2014,14,8,6,14,5,1,2,12,49,42,1,118,6,1
10/4/2014,51,56,3,5,5,1,2,12,49,42,1,118,-5,0
10/4/2014,4,3,2,7,7,5,1,12,4,4,13,199,1,1
10/4/2014,89,73,24,18,7,5,1,12,4,4,13,199,16,1
10/4/2014,6,6,2,24,9,8,1,12,33,25,13,5,0,1
10/4/2014,84,93,5,3,9,8,1,12,33,25,13,5,-9,0
10/4/2014,22,25,9,15,13,12,2,12,34,23,1,38,-3,0
10/4/2014,26,27,24,8,14,10,2,12,11,13,1,200,-1,0
10/4/2014,35,35,35,9,20,16,1,12,20,22,13,175,0,1
10/4/2014,37,40,16,12,23,20,2,12,9,8,1,27,-3,0
10/4/2014,33,48,14,17,26,30,1,12,46,39,13,14,-15,0
10/4/2014,29,29,1,38,39,37,1,12,39,40,13,29,0,1
10/4/2014,73,120,69,1,72,120,1,7,45,120,13,6,-47,0
10/4/2014,39,34,16,16,82,78,1,12,30,120,13,9,5,1
9/27/2014,8,9,6,13,1,1,2,11,42,38,1,117,-1,0
9/27/2014,56,55,3,4,1,1,2,11,42,38,1,117,1,1
9/27/2014,2,2,1,4,3,5,2,7,9,12,1,199,0,1
9/27/2014,3,3,2,6,5,7,1,11,4,4,13,198,0,1
9/27/2014,73,64,24,17,5,7,1,11,4,4,13,198,9,1
9/27/2014,85,78,54,20,6,8,1,11,12,21,13,21,7,1
9/27/2014,6,6,2,23,8,6,1,11,25,42,13,4,0,1
9/27/2014,93,120,5,2,8,6,1,11,25,42,13,4,-27,0
9/27/2014,27,24,24,7,10,9,2,11,13,17,1,199,3,1
9/27/2014,25,30,9,14,12,10,2,11,23,45,1,37,-5,0
9/27/2014,35,35,35,8,16,19,1,11,22,10,13,174,0,1
9/27/2014,40,37,16,11,20,16,2,11,8,8,1,26,3,1
9/27/2014,48,58,14,16,30,26,1,11,39,46,13,13,-10,0
9/27/2014,50,43,7,26,34,50,1,11,44,120,13,9,7,1
9/27/2014,29,26,1,37,37,32,1,11,40,43,13,28,3,1
9/20/2014,9,11,6,12,1,7,2,10,38,38,1,116,-2,0
9/20/2014,55,54,3,3,1,7,2,10,38,38,1,116,1,1
9/20/2014,83,95,45,3,1,7,2,10,38,38,1,116,-12,0
9/20/2014,2,1,1,3,5,3,2,6,12,9,1,198,1,1
9/20/2014,6,5,2,22,6,4,1,10,42,35,13,3,1,1
9/20/2014,3,3,2,5,7,2,1,10,4,3,13,197,0,1
9/20/2014,64,62,24,16,7,2,1,10,4,3,13,197,2,1
9/20/2014,78,74,54,19,8,5,1,10,21,12,13,20,4,1
9/20/2014,24,29,24,6,9,12,2,10,17,11,1,198,-5,0
9/20/2014,30,34,9,13,10,10,2,10,45,34,1,36,-4,0
9/20/2014,37,33,16,10,16,14,2,10,8,8,1,25,4,1
9/20/2014,35,44,35,7,19,21,1,10,10,16,13,173,-9,0
9/20/2014,58,66,14,15,26,28,1,10,46,28,13,12,-8,0
9/20/2014,26,24,1,36,32,27,1,10,43,42,13,27,2,1
9/20/2014,96,85,77,6,44,35,1,7,41,26,13,12,11,1
9/20/2014,28,23,16,14,61,58,1,10,34,37,13,8,5,1
9/13/2014,3,2,2,4,2,3,1,9,3,3,13,196,1,1
9/13/2014,62,50,24,15,2,3,1,9,3,3,13,196,12,1
9/13/2014,1,1,1,2,3,1,2,5,9,14,1,197,0,1
9/13/2014,5,4,2,21,4,4,1,9,35,38,13,2,1,1
9/13/2014,74,73,54,18,5,5,1,9,12,12,13,19,1,1
9/13/2014,11,14,6,11,7,8,2,9,38,120,1,115,-3,0
9/13/2014,54,86,3,2,7,8,2,9,38,120,1,115,-32,0
9/13/2014,95,120,45,2,7,8,2,9,38,120,1,115,-25,0
9/13/2014,52,49,43,20,9,2,1,9,10,17,13,184,3,1
9/13/2014,34,47,9,12,10,16,2,9,34,33,1,35,-13,0
9/13/2014,29,36,24,5,12,9,2,9,11,7,1,197,-7,0
9/13/2014,33,46,16,9,14,10,2,9,8,9,1,24,-13,0
9/13/2014,44,53,35,6,21,19,1,9,16,28,13,172,-9,0
9/13/2014,28,32,10,18,25,24,2,9,48,120,1,140,-4,0
9/13/2014,24,21,1,35,27,25,1,9,42,43,13,26,3,1
9/13/2014,100,93,23,15,27,25,1,9,42,43,13,26,7,1
9/13/2014,66,80,14,14,28,32,1,9,28,34,13,11,-14,0
9/13/2014,85,77,77,5,35,45,1,6,26,29,13,11,8,1
9/13/2014,23,19,16,13,58,40,1,9,37,35,13,7,4,1
9/13/2014,96,91,65,17,68,82,1,9,44,120,13,145,5,1
9/6/2014,1,120,1,1,1,69,2,4,14,10,1,196,-119,0
9/6/2014,49,58,43,19,2,22,1,8,17,20,13,183,-9,0
9/6/2014,2,39,2,3,3,14,1,8,3,21,13,195,-37,0
9/6/2014,50,61,24,14,3,14,1,8,3,21,13,195,-11,0
9/6/2014,4,3,2,20,4,2,1,8,38,120,13,1,1,1
9/6/2014,73,77,54,17,5,3,1,8,12,19,13,18,-4,0
9/6/2014,36,57,24,4,9,7,2,8,7,8,1,196,-21,0
9/6/2014,46,54,16,8,10,8,2,8,9,7,1,23,-8,0
9/6/2014,47,51,9,11,16,13,2,8,33,120,1,34,-4,0
9/6/2014,78,81,13,20,16,13,2,8,33,120,1,34,-3,0
9/6/2014,53,53,35,5,19,16,1,8,28,22,13,171,0,1
9/6/2014,21,19,1,34,25,19,1,8,43,46,13,25,2,1
9/6/2014,93,82,23,14,25,19,1,8,43,46,13,25,11,1
9/6/2014,80,85,14,13,32,31,1,8,34,120,13,10,-5,0
9/6/2014,19,17,16,12,40,40,1,8,35,36,13,6,2,1
9/6/2014,77,83,77,4,45,54,1,5,29,38,13,10,-6,0
9/6/2014,100,120,53,11,92,120,1,7,16,24,13,195,-20,0
8/30/2014,77,83,54,16,3,2,1,7,19,20,13,17,-6,0
8/30/2014,57,66,24,3,7,8,2,7,8,12,1,195,-9,0
8/30/2014,54,55,16,7,8,6,2,7,7,7,1,22,-1,0
8/30/2014,74,86,24,20,8,6,2,7,7,7,1,22,-12,0
8/30/2014,39,19,2,2,14,3,1,7,21,4,13,194,20,1
8/30/2014,61,48,24,13,14,3,1,7,21,4,13,194,13,1
8/30/2014,53,58,35,4,16,20,1,7,22,28,13,170,-5,0
8/30/2014,19,21,1,33,19,18,1,7,46,50,13,24,-2,0
8/30/2014,82,63,23,13,19,18,1,7,46,50,13,24,19,1
8/30/2014,58,57,43,18,22,32,1,7,20,21,13,182,1,1
8/30/2014,98,95,84,7,30,35,1,7,42,120,13,13,3,1
8/30/2014,17,17,16,11,40,41,1,7,36,30,13,5,0,1
8/30/2014,83,90,77,3,54,63,1,4,38,120,13,9,-7,0
8/23/2014,83,87,54,15,2,3,1,6,20,21,13,16,-4,0
8/23/2014,19,120,2,1,3,17,1,6,4,6,13,193,-101,0
8/23/2014,48,43,24,12,3,17,1,6,4,6,13,193,5,1
8/23/2014,55,67,16,6,6,6,2,6,7,5,1,21,-12,0
8/23/2014,86,81,24,19,6,6,2,6,7,5,1,21,5,1
8/23/2014,66,88,24,2,8,10,2,6,12,9,1,194,-22,0
8/23/2014,97,97,17,18,8,10,2,6,12,9,1,194,0,1
8/23/2014,50,69,9,9,15,14,2,6,39,120,1,33,-19,0
8/23/2014,74,72,13,18,15,14,2,6,39,120,1,33,2,1
8/23/2014,21,15,1,32,18,15,1,6,50,120,13,23,6,1
8/23/2014,63,48,23,12,18,15,1,6,50,120,13,23,15,1
8/23/2014,58,62,35,3,20,22,1,6,28,120,13,169,-4,0
8/23/2014,57,51,43,17,32,40,1,6,21,25,13,181,6,1
8/23/2014,17,17,16,10,41,39,1,6,30,39,13,4,0,1
8/16/2014,87,79,54,14,3,3,1,5,21,29,13,15,8,1
8/16/2014,67,81,16,5,6,1,2,5,5,6,1,20,-14,0
8/16/2014,81,58,24,18,6,1,2,5,5,6,1,20,23,1
8/16/2014,88,120,24,1,10,11,2,5,9,14,1,193,-32,0
8/16/2014,97,88,17,17,10,11,2,5,9,14,1,193,9,1
8/16/2014,43,46,24,11,17,47,1,5,6,11,13,192,-3,0
8/16/2014,17,16,16,9,39,32,1,5,39,32,13,3,1,1
8/16/2014,51,51,43,16,40,45,1,5,25,26,13,180,0,1
8/16/2014,99,120,77,1,65,88,1,2,41,120,13,8,-21,0
8/9/2014,58,74,24,17,1,6,2,4,6,5,1,19,-16,0
8/9/2014,81,94,16,4,1,6,2,4,6,5,1,19,-13,0
8/9/2014,79,70,54,13,3,2,1,4,29,15,13,14,9,1
8/9/2014,11,12,1,30,9,16,1,4,44,120,13,22,-1,0
8/9/2014,23,60,23,10,9,16,1,4,44,120,13,22,-37,0
8/9/2014,88,79,17,16,11,9,2,4,14,12,1,192,9,1
8/9/2014,48,38,8,22,29,30,2,4,30,35,1,163,10,1
8/9/2014,16,18,16,8,32,45,1,4,32,31,13,2,-2,0
8/9/2014,51,43,43,15,45,46,1,4,26,28,13,179,8,1
8/9/2014,46,46,24,10,47,57,1,4,11,42,13,191,0,1
8/9/2014,98,71,53,10,59,35,1,4,7,3,13,191,27,1
8/9/2014,92,120,92,1,92,120,1,1,40,120,13,1,-28,0
8/2/2014,70,75,54,12,2,2,1,3,15,22,13,13,-5,0
8/2/2014,39,120,39,1,3,120,3,1,44,120,44,1,-81,0
8/2/2014,24,120,24,1,6,25,2,3,5,8,1,18,-96,0
8/2/2014,74,72,24,16,6,25,2,3,5,8,1,18,2,1
8/2/2014,94,93,16,3,6,25,2,3,5,8,1,18,1,1
8/2/2014,79,58,17,15,9,9,2,3,12,11,1,191,21,1
8/2/2014,77,76,14,8,10,12,1,3,45,45,13,9,1,1
8/2/2014,56,41,13,15,13,7,2,3,36,36,1,32,15,1
8/2/2014,91,86,9,6,13,7,2,3,36,36,1,32,5,1
8/2/2014,38,34,8,21,30,20,2,3,35,35,1,162,4,1
8/2/2014,71,70,53,9,35,36,1,3,3,5,13,190,1,1
8/2/2014,18,21,16,7,45,54,1,3,31,120,13,1,-3,0
8/2/2014,43,52,43,14,46,58,1,3,28,24,13,178,-9,0
8/2/2014,46,45,24,9,57,43,1,3,42,12,13,190,1,1
7/26/2014,75,74,54,11,2,3,1,2,22,13,13,12,1,1
7/26/2014,41,23,13,14,7,5,2,2,36,28,1,31,18,1
7/26/2014,86,87,9,5,7,5,2,2,36,28,1,31,-1,0
7/26/2014,25,21,21,25,8,1,1,2,49,47,13,12,4,1
7/26/2014,92,84,84,2,8,1,1,2,49,47,13,12,8,1
7/26/2014,58,37,17,14,9,7,2,2,11,9,1,190,21,1
7/26/2014,76,67,14,7,12,9,1,2,45,41,13,8,9,1
7/26/2014,34,26,8,20,20,21,2,2,35,44,1,161,8,1
7/26/2014,72,56,24,15,25,8,2,2,8,3,1,17,16,1
7/26/2014,93,16,16,2,25,8,2,2,8,3,1,17,77,1
7/26/2014,70,76,53,8,36,51,1,2,5,14,13,189,-6,0
7/26/2014,45,34,24,8,43,42,1,2,12,8,13,189,11,1
7/26/2014,52,55,43,13,58,60,1,2,24,18,13,177,-3,0
